site_id,latitude,longitude,Lat,Long,Xkm,Ykm,waterbody_type,avg_eqr,mode_eqc,avg_eqc_num,observation_count,avg_eqc_cat
LTR1550,56.1256,24.789,56.1256,24.789,735.479675176803,6226.5270818866475,River,0.6066666666666667,High,4,3,Good
LTR1551,56.143,23.3896,56.143,23.3896,648.4670555693257,6224.566914910921,River,0.42,Moderate,3,1,Moderate
LTR1552,55.96418674,23.31091787,55.96418674,23.31091787,644.2455581166128,6204.504814143971,River,0.28,Poor,2,1,Poor
LTR1553,55.94828453,23.56427844,55.94828453,23.56427844,660.1220190710524,6203.29337538655,River,0.45,Moderate,3,2,Moderate
LTR1556,55.9205,25.0716,55.9205,25.0716,754.3781293712942,6204.722821400767,River,0.605,Good,4,2,Good
LTR1557,55.8423,25.0608,55.8423,25.0608,754.214857353108,6195.987954985596,River,0.63,Good,4,3,Good
LTR1558,55.8356,24.9582,55.8356,24.9582,747.8383652949555,6194.870616303906,River,0.6166666666666667,Good,4,3,Good
LTR1559,55.8326,25.0598,55.8326,25.0598,754.2156361943306,6194.905727450222,River,0.6466666666666667,High,4,3,Good
LTR1560,55.685353310000004,24.90424694,55.685353310000004,24.90424694,745.404718111403,6177.971500922187,River,0.7,Good,4,1,Good
LTR1561,55.7075,24.7512,55.7075,24.7512,735.6565580308701,6179.902990185078,River,0.84,High,5,2,High
LTR1562,56.003,24.2734,56.003,24.2734,704.0973971174166,6211.249253671282,River,0.5566666666666666,Good,4,3,Good
LTR1563,56.0237,24.3593,56.0237,24.3593,709.338955188092,6213.808820855578,River,0.5333333333333333,Moderate,3,3,Moderate
LTR1564,56.0142,24.377,56.0142,24.377,710.4931762744171,6212.80599137297,River,0.6,Good,4,2,Good
LTR1565,55.953,24.4433,55.953,24.4433,714.9633737586576,6206.203316885975,River,0.72,Good,4,3,Good
LTR1566,56.1065,24.4524,56.1065,24.4524,714.6770434669959,6223.30422681264,River,0.41333333333333333,Moderate,3,3,Moderate
LTR1567,56.1638,24.5783,56.1638,24.5783,722.1710572506618,6230.076001047559,River,0.5833333333333334,Moderate,3,3,Moderate
LTR1568,56.2595,24.2157,56.2595,24.2157,699.1702239701692,6239.611564163405,River,0.3833333333333333,Moderate,3,3,Moderate
LTR1569,56.2763,23.7472,56.2763,23.7472,670.087486722879,6240.224257199857,River,0.47,Moderate,3,1,Moderate
LTR1570,56.2675,23.7164,56.2675,23.7164,668.2197490617242,6239.169563637013,River,0.56,Good,4,1,Good
LTR1571,56.3526,23.7176,56.3526,23.7176,667.9201128941074,6248.640276624955,River,0.49,Moderate,3,1,Moderate
LTR1572,56.3126,22.8126,56.3126,22.8126,612.1265282584475,6242.347983622237,River,0.575,Good,4,2,Good
LTR1573,55.2337,26.6682,55.2337,26.6682,860.2698814601976,6135.456901908143,River,0.6950000000000001,Good,4,2,Good
LTR1574,55.3353,25.3764,55.3353,25.3764,777.5171498836206,6140.828715717095,River,0.72,Good,4,3,Good
LTR1575,55.418,24.9347,55.418,24.9347,749.0039604589359,6148.351540709428,River,0.7466666666666667,Good,4,3,Good
LTR1576,55.1833,22.6503,55.1833,22.6503,605.08041319762,6116.431726578926,River,0.55,Moderate,3,1,Moderate
LTR1577,54.4328,23.3585,54.4328,23.3585,652.9765953413704,6034.2386716677775,River,0.88,High,5,3,High
LTR1578,56.28703627,22.30263067,56.28703627,22.30263067,580.6364005281539,6238.789236524403,River,0.62,Good,4,1,Good
LTR1579,56.2449,23.5636,56.2449,23.5636,658.8533396867454,6236.2923457147035,River,0.4,Moderate,3,1,Moderate
LTR1580,56.1897,24.593,56.1897,24.593,722.9330399846432,6233.004009174287,River,0.48333333333333334,Moderate,3,3,Moderate
LTR1581,56.1249,24.4725,56.1249,24.4725,715.8232312845618,6225.413455152324,River,0.48000000000000004,Moderate,3,3,Moderate
LTR1582,55.6341,26.4695,55.6341,26.4695,844.1465477951928,6178.933093574036,River,0.665,Good,4,2,Good
LTR1583,56.0217,24.7007,56.0217,24.7007,730.6150421320102,6214.674195883444,River,0.6166666666666666,Good,4,3,Good
LTR1584,56.1204,24.4896,56.1204,24.4896,716.910874608202,6224.966610944859,River,0.46499999999999997,Moderate,3,2,Moderate
LTR1585,56.07934999,21.21065518,56.07934999,21.21065518,513.1111605356696,6214.93108391196,River,0.62,Moderate,4,2,Good
LTR1586,55.76038719,22.61693272,55.76038719,22.61693272,601.4626658342991,6180.5955383253795,River,0.615,Good,4,2,Good
LTR1587,56.2219488,22.75645845,56.2219488,22.75645845,608.9113320825986,6232.170105474465,River,0.5549999999999999,Moderate,3,2,Moderate
LTR1588,55.9567,22.267,55.9567,22.267,579.105944429514,6201.985225629322,River,0.58,Moderate,3,1,Moderate
LTR1589,56.15613333,22.37148912,56.15613333,22.37148912,585.1885286998711,6224.303910801643,River,0.535,Moderate,3,2,Moderate
LTR1590,56.0929,22.206,56.0929,22.206,575.0329692013304,6217.074606381707,River,0.73,Good,4,1,Good
LTR1591,56.188,22.0612,56.188,22.0612,565.8616478527432,6227.510590455053,River,0.66,Good,4,1,Good
LTR1592,56.2064,23.8606,56.2064,23.8606,677.4292817329649,6232.7338862543675,River,0.415,Moderate,3,2,Moderate
LTR1593,56.3125,23.5528,56.3125,23.5528,657.905380911385,6243.788667493949,River,0.52,Moderate,3,1,Moderate
LTR1594,56.2039,23.1359,56.2039,23.1359,632.4975278513539,6230.826205651222,River,0.495,Moderate,3,2,Moderate
LTR1595,56.2975,23.3214,56.2975,23.3214,643.6514134941916,6241.612866745946,River,0.44,Moderate,3,1,Moderate
LTR1596,56.1629,23.3519,56.1629,23.3519,646.049710911399,6226.700565104855,River,0.53,Moderate,3,1,Moderate
LTR1597,56.1052,23.503,56.1052,23.503,655.6636277863972,6220.611213853646,River,0.45,Moderate,3,1,Moderate
LTR1598,55.9672,23.3158,55.9672,23.3158,644.5389989904932,6204.8502773920345,River,0.43,Moderate,3,1,Moderate
LTR1599,55.9617,23.2542,55.9617,23.2542,640.7149920088481,6204.11121235078,River,0.41500000000000004,Moderate,3,2,Moderate
LTR16,55.7035,21.4014,55.7035,21.4014,525.2256885103865,6173.153739584004,River,0.7350000000000001,Good,4,2,Good
LTR1600,55.9912,23.6645,55.9912,23.6645,666.1943940332328,6208.304494859205,River,0.585,Good,4,2,Good
LTR1601,55.8428,23.8864,55.8428,23.8864,680.7202557982716,6192.352035139205,River,0.35,Moderate,2,2,Poor
LTR1602,56.0587,24.3178,56.0587,24.3178,706.5667350121673,6217.5767443400155,River,0.43999999999999995,Moderate,3,2,Moderate
LTR1603,56.0505,25.6273,56.0505,25.6273,788.100180763231,6221.35919161059,River,0.675,Good,4,2,Good
LTR1604,56.1851,25.1071,56.1851,25.1071,754.8421168895597,6234.275072558573,River,0.6799999999999999,High,4,2,Good
LTR1605,56.2625,24.7609,56.2625,24.7609,732.9026882229157,6241.656031334154,River,0.575,Good,4,2,Good
LTR1606,56.3267,24.7726,56.3267,24.7726,733.2351874876787,6248.835350962828,River,0.565,Good,4,2,Good
LTR1607,56.28,24.8882,56.28,24.8882,740.671471262855,6244.040098134742,River,0.45,Moderate,3,1,Moderate
LTR1608,54.2078,25.6184,54.2078,25.6184,801.1211943247113,6016.495147608642,River,0.84,High,5,1,High
LTR1609,53.9592888,23.5157435,53.9592888,23.5157435,665.0504046672452,5981.922902104044,River,0.725,Good,4,2,Good
LTR161,54.37,24.8748,54.37,24.8748,751.6720963401091,6031.610682804679,River,0.72905,Good,4,6,Good
LTR1610,54.00192194,23.66227139,54.00192194,23.66227139,674.4832572878503,5987.016105442177,River,0.81,High,5,1,High
LTR1611,53.9892,24.033,53.9892,24.033,698.8345898637326,5986.578798464844,River,0.69,Good,4,1,Good
LTR1612,54.3133,24.0198,54.3133,24.0198,696.4281810588336,6022.586510290154,River,0.69,Good,4,1,Good
LTR1613,54.5088,24.0971,54.5088,24.0971,700.4980541338814,6044.547316457006,River,0.835,Good,4,2,Good
LTR1614,54.3864,23.7288,54.3864,23.7288,677.1894892291832,6029.9454566163,River,0.61,Good,4,1,Good
LTR1615,54.4828,23.8332,54.4828,23.8332,683.5351236524293,6040.935143168473,River,0.65,Good,4,1,Good
LTR1616,54.4843,23.8166,54.4843,23.8166,682.4533744269294,6041.0588038625865,River,0.5449999999999999,Good,3,2,Moderate
LTR1617,54.632,24.7047,54.632,24.7047,739.0932858217213,6060.148946261863,River,0.595,Good,4,2,Good
LTR1618,54.6925,24.6391,54.6925,24.6391,734.5124654604663,6066.654996527554,River,0.64,Good,4,1,Good
LTR1619,54.78260838,24.61391382,54.78260838,24.61391382,732.3733886026129,6076.591166342401,River,0.605,Good,4,2,Good
LTR162,54.34900225,24.78697232,54.34900225,24.78697232,746.0958992900648,6028.965635830172,River,0.5933333333333334,Moderate,3,3,Moderate
LTR1620,54.799244,24.44308985,54.799244,24.44308985,721.3030671785149,6077.8880781888065,River,0.5,Moderate,3,2,Moderate
LTR1621,54.8494,23.9354,54.8494,23.9354,688.4481182547274,6081.981474007287,River,0.545,Good,3,2,Moderate
LTR1622,54.80602156,23.94073361,54.80602156,23.94073361,688.9930290322751,6077.171005170896,River,0.725,Good,4,2,Good
LTR1623,54.9259,23.6981,54.9259,23.6981,672.8897493028775,6089.8782657328675,River,0.6599999999999999,Moderate,4,2,Good
LTR1624,55.0548,23.3146,55.0548,23.3146,647.8458915011993,6103.3379571011255,River,0.66,Good,4,3,Good
LTR1625,55.1903,23.2841,55.1903,23.2841,645.4047872833845,6118.348315068998,River,0.575,Moderate,3,2,Moderate
LTR1626,55.1791,23.2501,55.1791,23.2501,643.280947680696,6117.031945128846,River,0.5549999999999999,Moderate,3,2,Moderate
LTR1627,55.1685,23.2428,55.1685,23.2428,642.8540971254478,6115.837700551246,River,0.565,Good,4,2,Good
LTR1628,55.0915,22.7738,55.0915,22.7738,613.2027917301006,6106.410722847593,River,0.695,High,4,2,Good
LTR1629,55.0824415,22.60207754,55.0824415,22.60207754,602.267726310393,6105.138004892871,River,0.6799999999999999,Good,4,2,Good
LTR163,54.35319702,24.83006962,54.35319702,24.83006962,748.8698659930018,6029.5834659047705,River,0.801775,High,4,4,Good
LTR1630,55.28378115,21.41677258,55.28378115,21.41677258,526.4717536471402,6126.450184025612,River,0.505,Moderate,3,2,Moderate
LTR1631,55.35555483,21.63121041,55.35555483,21.63121041,540.0194777969623,6134.53972821842,River,0.71,Good,4,3,Good
LTR1632,54.1177,23.5022,54.1177,23.5022,663.5388024755014,5999.511235901118,River,0.665,High,4,2,Good
LTR1633,54.4488,25.0244,54.4488,25.0244,760.8824796666581,6040.91661789418,River,0.75,Good,4,1,Good
LTR1634,54.4544,24.9254,54.4544,24.9254,754.4333257977582,6041.176616251609,River,0.7,Good,4,1,Good
LTR1635,54.4017,24.877,54.4017,24.877,751.6207342721611,6035.143130583085,River,0.74,Good,4,1,Good
LTR1636,54.3661,25.4271,54.3661,25.4271,787.5502426342817,6033.29196469986,River,0.51,Moderate,3,1,Moderate
LTR1637,54.37916089,25.4380978,54.37916089,25.4380978,788.1725218594602,6034.788788320168,River,0.725,Moderate,4,2,Good
LTR1639,54.2517,24.3079,54.2517,24.3079,715.483248367835,6016.577246588909,River,0.63,Good,4,1,Good
LTR164,54.7226,23.8313,54.7226,23.8313,682.3368050333489,6067.602422105262,River,0.65715,High,4,4,Good
LTR1640,54.9013,25.4863,54.9013,25.4863,787.5864138602922,6093.027906165138,River,0.64,Good,4,1,Good
LTR1641,54.86730727,25.34091043,54.86730727,25.34091043,778.5072774920707,6088.660816524341,River,0.565,Moderate,3,2,Moderate
LTR1642,54.7444389,25.56614478,54.7444389,25.56614478,793.8392795393981,6075.923020363548,River,0.64,Good,4,2,Good
LTR1643,54.5905,25.3375,54.5905,25.3375,780.1941722439689,6057.875257214071,River,0.56,Moderate,3,1,Moderate
LTR1644,54.564,25.28,54.564,25.28,776.6617408485802,6054.701322836587,River,0.43,Moderate,3,1,Moderate
LTR1645,54.5915,25.3122,54.5915,25.3122,778.5540288627001,6057.885750356973,River,0.48,Moderate,3,2,Moderate
LTR1646,54.507,25.2236,54.507,25.2236,773.3993461308677,6048.143847792255,River,0.62,Good,4,1,Good
LTR1647,54.7202,25.0431,54.7202,25.0431,760.3558803450502,6071.16044465225,River,0.62,Moderate,4,2,Good
LTR1648,54.8012,24.88,54.8012,24.88,749.3596083085837,6079.573314592111,River,0.79,High,4,2,Good
LTR1649,54.95760218,24.24288303,54.95760218,24.24288303,707.6234107083611,6094.8861340090225,River,0.49,Moderate,3,2,Moderate
LTR1650,54.4667,25.1209,54.4667,25.1209,767.0179833472679,6043.268843018648,River,0.55,Good,4,1,Good
LTR1651,55.234,26.1793,55.234,26.1793,829.2241799682157,6133.068943837806,River,0.62,Good,4,1,Good
LTR1652,55.0491,25.7329,55.0491,25.7329,802.268564416528,6110.497672158505,River,0.485,Moderate,3,2,Moderate
LTR1653,54.9472,25.7421,54.9472,25.7421,803.6252811568947,6099.211544857081,River,0.69,Good,4,1,Good
LTR1654,55.3920097,25.61045529,55.3920097,25.61045529,791.9297958228786,6148.091070449851,River,0.7250000000000001,Good,4,2,Good
LTR1655,55.46651502,25.55371369,55.46651502,25.55371369,787.796522233857,6156.1363738761775,River,0.6599999999999999,Moderate,4,2,Good
LTR1656,55.6921,25.0983,55.6921,25.0983,757.5502715283633,6179.425924314973,River,0.5,Moderate,3,1,Moderate
LTR1657,55.58634058,25.12115112,55.58634058,25.12115112,759.6848192858619,6167.752126143781,River,0.74,Good,4,2,Good
LTR1658,55.4259,24.9706,55.4259,24.9706,751.224367559999,6149.359124813981,River,0.68,Good,4,1,Good
LTR1659,55.36383919,24.7984173,55.36383919,24.7984173,740.7131180351603,6141.849235452999,River,0.61,Moderate,4,2,Good
LTR1660,55.06608209,25.22798319,55.06608209,25.22798319,769.928828464062,6110.315951944261,River,0.56,Moderate,4,2,Good
LTR1661,55.03624797,24.7038298,55.03624797,24.7038298,736.658344284096,6105.097393526944,River,0.5700000000000001,Moderate,4,2,Good
LTR1662,55.4549,24.495,55.4549,24.495,720.9846125529455,6150.968539153311,River,0.475,Good,4,2,Good
LTR1663,55.6724,23.9352,55.6724,23.9352,684.5781296475616,6173.525371956559,River,0.5,Moderate,3,2,Moderate
LTR1664,55.617,24.0593,55.617,24.0593,692.6513269842915,6167.700380739158,River,0.39,Moderate,2,2,Poor
LTR1665,55.6269,24.2049,55.6269,24.2049,701.7658262414327,6169.215435105844,River,0.49,Moderate,3,2,Moderate
LTR1666,55.5154,24.0714,55.5154,24.0714,693.913168289488,6156.432899994625,River,0.47000000000000003,Moderate,3,3,Moderate
LTR1667,55.33151393,24.02116537,55.33151393,24.02116537,691.6315110987017,6135.839857612962,River,0.525,Moderate,3,2,Moderate
LTR1668,55.3362,24.3826,55.3362,24.3826,714.5229491324143,6137.415422762445,River,0.485,Moderate,3,2,Moderate
LTR1669,55.2527,23.7876,55.2527,23.7876,677.1717617873836,6126.4547416807745,River,0.6799999999999999,Good,4,2,Good
LTR1670,55.0455,23.7878,55.0455,23.7878,678.1054947243189,6103.407137895679,River,0.49,Moderate,3,2,Moderate
LTR1671,55.83163847,23.05614768,55.83163847,23.05614768,628.7841694164716,6189.253940929948,River,0.6399999999999999,Moderate,4,2,Good
LTR1672,55.716,23.2517,55.716,23.2517,641.4483978701558,6176.768895409638,River,0.35,Poor,2,1,Poor
LTR1673,54.3472,23.4351,54.3472,23.4351,658.2732616541606,6024.886050430048,River,0.59,Good,4,1,Good
LTR1674,54.36128648,23.25066133,54.36128648,23.25066133,646.2373818801707,6026.054553694636,River,0.505,Moderate,3,2,Moderate
LTR1675,54.4941,23.4464,54.4941,23.4464,658.4397862024939,6041.251989704896,River,0.66,Good,4,1,Good
LTR1676,54.5042,23.5661,54.5042,23.5661,666.1494559638188,6042.651614985738,River,0.445,Moderate,3,2,Moderate
LTR1677,54.8197,23.4435,54.8197,23.4435,656.9912608751005,6077.464956811607,River,0.72,Good,4,1,Good
LTR1678,54.7543,23.2848,54.7543,23.2848,647.034061576077,6069.845498989566,River,0.74,Good,4,1,Good
LTR1679,54.8149,23.4355,54.8149,23.4355,656.4959390517224,6076.913101639692,River,0.59,Good,4,1,Good
LTR1680,54.54855989,22.85192793,54.54855989,22.85192793,619.7846512263126,6046.134687491404,River,0.65,Good,4,2,Good
LTR1681,54.9185,22.8054,54.9185,22.8054,615.7162733192766,6087.2143727480025,River,0.63,Good,4,3,Good
LTR1682,55.0493,23.0631,55.0493,23.0631,631.8018389917679,6102.222826952254,River,0.56,Good,4,2,Good
LTR1683,55.03154971,22.79630044,55.03154971,22.79630044,614.8100790805332,6099.777268502564,River,0.575,Good,4,2,Good
LTR1684,55.69622639,21.95990685,55.69622639,21.95990685,560.3349972207943,6172.688764082573,River,0.49,Moderate,3,2,Moderate
LTR1685,55.3438,22.8643,55.3438,22.8643,618.2272992556308,6134.6326481524075,River,0.64,Good,4,1,Good
LTR1686,55.8274,21.8703,55.8274,21.8703,554.5195926265991,6187.212533046164,River,0.7,Good,4,1,Good
LTR1687,55.57972948,21.56564282,55.57972948,21.56564282,535.6595653696457,6159.451428693244,River,0.61,Moderate,3,3,Moderate
LTR1688,55.44329271,21.42215491,55.44329271,21.42215491,526.7060027871581,6144.203423149819,River,0.435,Moderate,2,2,Poor
LTR1689,55.6671,21.24,55.6671,21.24,515.0966683181332,6169.055836862114,River,0.52,Good,4,2,Good
LTR1690,55.9164,21.2755,55.9164,21.2755,517.2193803290086,6196.809484534103,River,0.585,Moderate,3,2,Moderate
LTR1691,55.3544,26.4123,55.3544,26.4123,842.9777971393515,6147.5731117455325,River,0.635,Moderate,4,2,Good
LTR1692,54.9245,24.7608,54.9245,24.7608,740.9656257768227,6092.865892156265,River,0.365,Moderate,2,2,Poor
LTR172,54.2228,24.5402,54.2228,24.5402,730.7711475443784,6014.098175589168,River,0.465,Moderate,3,2,Moderate
LTR175,55.0217,25.8575,55.0217,25.8575,810.4317855051146,6107.999090590933,River,0.8311833333333334,High,5,6,High
LTR176,54.6083,25.5387,54.6083,25.5387,793.0545149224231,6060.6754719518285,River,0.8049999999999999,High,4,2,Good
LTR18,55.5941,21.5956,55.5941,21.5956,537.5344029380377,6161.066477184718,River,0.74,Good,4,2,Good
LTR186,54.7631,25.3744,54.7631,25.3744,781.3787768313231,6077.210285187922,River,0.93,High,5,1,High
LTR190,55.1269,25.9013,55.1269,25.9013,812.4065591674924,6119.8866164425945,River,0.8049999999999999,High,4,2,Good
LTR192,55.1921,24.689,55.1921,24.689,734.7946378226844,6122.378194224641,River,0.7995166666666667,High,4,6,Good
LTR193,55.08093447,25.15802023,55.08093447,25.15802023,765.3664601280568,6111.698932568825,River,0.66,Good,4,3,Good
LTR197,54.8408,25.5353,54.8408,25.5353,791.1615398119893,6086.505412738877,River,0.6166666666666667,Good,4,3,Good
LTR198,54.93578095,25.09090414,54.93578095,25.09090414,762.0312218835256,6095.307371155426,River,0.6533333333333333,High,4,3,Good
LTR20,55.3385,21.4334,55.3385,21.4334,527.489980297264,6132.5459352119515,River,0.41000000000000003,Moderate,3,4,Moderate
LTR204,54.6257,25.1213,54.6257,25.1213,766.0063395025104,6060.947395239564,River,0.6471333333333333,Good,4,3,Good
LTR217,55.3433,22.8073,55.3433,22.8073,614.6144349758634,6134.481723683447,River,0.6823666666666667,High,4,3,Good
LTR218,55.42178322,23.22780367,55.42178322,23.22780367,640.9978806365272,6143.986092894582,River,0.6304666666666667,Good,4,3,Good
LTR219,54.90203121,24.73605877,54.90203121,24.73605877,739.5146496981716,6090.282471489309,River,0.74,Good,4,1,Good
LTR23,55.2144,22.2848,55.2144,22.2848,581.7455582347129,6119.402853710854,River,0.7,Good,4,2,Good
LTR230,55.2798,24.2401,55.2798,24.2401,705.7811278307377,6130.71259397046,River,0.53,Moderate,3,2,Moderate
LTR231,55.3031,23.0187,55.3031,23.0187,628.1486859466214,6130.377331552514,River,0.6511833333333333,Good,4,6,Good
LTR232,55.08079275,22.74341526,55.08079275,22.74341526,611.2935994825202,6105.170584188972,River,0.693575,Good,4,4,Good
LTR234,55.2406,24.15,55.2406,24.15,700.2580417409783,6126.090120261607,River,0.66,Good,4,3,Good
LTR236,55.20434207,24.021115729999998,55.20434207,24.021115729999998,692.241898506252,6121.694438299523,River,0.5566666666666666,Moderate,3,3,Moderate
LTR239,54.98317653,24.15653216,54.98317653,24.15653216,701.9683392858512,6097.477582198142,River,0.665,Good,4,2,Good
LTR245,55.351,23.906,55.351,23.906,684.2383596252237,6137.6964454181725,River,0.5790500000000001,Good,4,6,Good
LTR247,55.246,23.9489,55.246,23.9489,687.4519798348313,6126.131402933834,River,0.6499999999999999,Good,4,2,Good
LTR248,55.2686,23.9755,55.2686,23.9755,689.0349542488639,6128.717092174878,River,0.5804666666666667,Moderate,3,3,Moderate
LTR26,54.3569,23.0636,54.3569,23.0636,634.0990677602665,6025.194566563698,River,0.8045166666666667,High,5,6,High
LTR260,55.27550775,23.804330620000002,55.27550775,23.804330620000002,678.1326865649696,6129.034469123819,River,0.6407,Moderate,4,2,Good
LTR265,55.1069,22.1715,55.1069,22.1715,574.737967758747,6107.313990467522,River,0.696775,Good,4,4,Good
LTR266,55.3981,21.2869,55.3981,21.2869,518.1703886889653,6139.130493550923,River,0.4,Poor,2,2,Poor
LTR267,55.5275,21.2572,55.5275,21.2572,516.2361364160176,6153.52369217094,River,0.3333333333333333,Poor,2,3,Poor
LTR268,55.1628,21.9385,55.1628,21.9385,559.790218338018,6113.309819288596,River,0.5952333333333333,Good,4,6,Good
LTR27,54.4162,23.2569,54.4162,23.2569,646.4469527893878,6032.1760943763375,River,0.76,High,4,2,Good
LTR271,55.3662,22.2296,55.3662,22.2296,577.9356028158519,6136.23115210246,River,0.64,Good,4,2,Good
LTR277,55.8863,21.1914,55.8863,21.1914,511.9722136352152,6193.441758711132,River,0.47000000000000003,Poor,2,2,Poor
LTR281,56.2937,21.5271,56.2937,21.5271,532.624156378322,6238.893223935772,River,0.59,Good,4,2,Good
LTR282,56.01287383,21.32896153,56.01287383,21.32896153,520.5097488603922,6207.561230835189,River,0.5733333333333334,Good,4,3,Good
LTR283,55.9136,21.5012,55.9136,21.5012,531.3283009271405,6196.57705228493,River,0.675,Good,4,2,Good
LTR284,55.4304,21.4859,55.4304,21.4859,530.7485783303621,6142.794967854605,River,0.5933333333333334,Moderate,3,3,Moderate
LTR290,55.3373,22.2693,55.3373,22.2693,580.5103783376304,6133.060434991471,River,0.495,Moderate,3,2,Moderate
LTR294,55.5548,21.5221,55.5548,21.5221,532.9353954922732,6156.655587951238,River,0.5666666666666667,Moderate,3,3,Moderate
LTR297,55.4795,22.1561,55.4795,22.1561,573.0677000631276,6148.759220323976,River,0.4166666666666667,Poor,2,3,Poor
LTR30,54.9551,22.9952,54.9551,22.9952,627.7637187748307,6091.6165596046,River,0.7521500000000001,High,5,2,High
LTR301,55.9986078,21.126835,55.9986078,21.126835,507.91070368483537,6205.931898049689,River,0.395,Moderate,2,2,Poor
LTR305,55.89822099,21.24453995,55.89822099,21.24453995,515.2914621607812,6194.778974154809,River,0.35,Poor,2,1,Poor
LTR308,55.7802,21.2561,55.7802,21.2561,516.0629096900254,6181.646566255439,River,0.30666666666666664,Poor,2,3,Poor
LTR310,55.6645,21.1648,55.6645,21.1648,510.3670719942644,6168.752681454226,River,0.38999999999999996,Moderate,3,3,Moderate
LTR318,55.5662,21.4881,55.5662,21.4881,530.7816946505455,6157.908676233766,River,0.66,Good,4,2,Good
LTR325,55.355,26.4257,55.355,26.4257,843.8208448989093,6147.705976652678,River,0.6602333333333333,Moderate,4,6,Good
LTR327,55.5743,25.0506,55.5743,25.0506,755.3201153590405,6166.1515196844175,River,0.6902333333333334,Good,4,6,Good
LTR33,55.0839,23.4315,55.0839,23.4315,655.1987174262895,6106.828809726846,River,0.7007166666666667,Good,4,6,Good
LTR331,55.30456116,26.04260126,55.30456116,26.04260126,819.9742092461894,6140.272706506392,River,0.72,Good,4,2,Good
LTR334,55.7394,25.8343,55.7394,25.8343,803.398383071725,6187.665055309532,River,0.646775,Good,4,4,Good
LTR336,55.7013,26.1387,55.7013,26.1387,822.7987165559655,6184.80739471386,River,0.7990333333333334,High,5,3,High
LTR337,55.25077837,26.60076232,55.25077837,26.60076232,855.8355248094897,6137.0072469032075,River,0.736775,Good,4,4,Good
LTR351,55.62191174,25.5652358,55.62191174,25.5652358,787.3868510628911,6173.458319392957,River,0.6133333333333333,Moderate,3,3,Moderate
LTR352,55.7115,25.7045,55.7115,25.7045,795.4699152200116,6184.002565982085,River,0.53,Good,4,2,Good
LTR354,55.4051,26.3958,55.4051,26.3958,841.495416907574,6153.125115604383,River,0.5133333333333333,Moderate,3,3,Moderate
LTR357,56.4136,24.8508,56.4136,24.8508,737.5253892319697,6258.767120604207,River,0.6711833333333334,Good,4,6,Good
LTR360,56.02733541,24.42910571,56.02733541,24.42910571,713.6669603416237,6214.42701653832,River,0.6266666666666667,Good,4,3,Good
LTR365,55.6533,24.6313,55.6533,24.6313,728.4439262349955,6173.474139102434,River,0.62,Good,4,3,Good
LTR369,56.37798449,24.64516376,56.37798449,24.64516376,725.0583277069233,6254.114245619214,River,0.656075,Good,4,4,Good
LTR370,55.87450893,24.6513278,55.87450893,24.6513278,728.4053957297057,6198.1409508893885,River,0.59035,Good,4,4,Good
LTR371,56.4,24.767,56.4,24.767,732.4423093661392,6256.968131596905,River,0.7250000000000001,Good,4,2,Good
LTR373,55.5719,24.6263,55.5719,24.6263,728.6029740463566,6164.405226043966,River,0.56,Good,4,3,Good
LTR375,55.6597,24.4331,55.6597,24.4331,715.9455568484784,6173.550764840439,River,0.65,Good,4,3,Good
LTR376,55.5895,24.1795,55.5895,24.1795,700.358045482807,6164.981920374621,River,0.5733333333333333,Good,4,3,Good
LTR377,55.5176,24.1186,55.5176,24.1186,696.8811067878297,6156.81037312885,River,0.651775,Moderate,4,4,Good
LTR378,56.1813,25.0912,56.1813,25.0912,753.8812855531816,6233.793835142234,River,0.54,Moderate,3,3,Moderate
LTR379,56.35258641,24.79244513,56.35258641,24.79244513,734.3025577549471,6251.781628010385,River,0.5700000000000001,Good,4,3,Good
LTR380,55.6827,24.1154,55.6827,24.1154,695.8544399736498,6175.165464590164,River,0.47965,Poor,3,4,Moderate
LTR385,55.7881,24.8529,55.7881,24.8529,741.5431103789853,6189.216330927685,River,0.715,Good,4,4,Good
LTR386,55.7748911,24.74461586,55.7748911,24.74461586,734.8377524870357,6187.374873810238,River,0.736775,Good,4,4,Good
LTR387,55.7003,24.4333,55.7003,24.4333,715.7343922410566,6178.066864900335,River,0.5752333333333333,Moderate,3,6,Moderate
LTR389,55.71473748,24.25990867,55.71473748,24.25990867,704.7680408238274,6179.146588818644,River,0.5133333333333333,Moderate,3,3,Moderate
LTR393,55.96926708,25.42690527,55.96926708,25.42690527,776.2126919028161,6211.509460545598,River,0.639275,Moderate,4,4,Good
LTR394,56.09128873,25.58564298,56.09128873,25.58564298,785.206924404118,6225.720217650529,River,0.6725,Good,4,4,Good
LTR395,56.17480581,24.67142499,56.17480581,24.67142499,727.884827726127,6231.604092417327,River,0.536075,Moderate,3,4,Moderate
LTR397,55.9362,24.3438,55.9362,24.3438,708.8447672486363,6204.029656317051,River,0.6833333333333333,Good,4,3,Good
LTR398,55.9219471,24.2747193,55.9219471,24.2747193,704.6070800788244,6202.23774401402,River,0.5766666666666667,Good,4,3,Good
LTR40,54.9537,23.801,54.9537,23.801,679.3578191837286,6093.229627379044,River,0.5152333333333333,Moderate,3,6,Moderate
LTR401,54.6646,23.242,54.6646,23.242,644.5990979141269,6059.777899927446,River,0.5647666666666666,Moderate,3,6,Moderate
